fecha,tarea,proyecto,bloque,horainicio,horafin,comentario,notas
12/02/2026,Varios,BAC2,B550  B552  B554,7:16,08:25,Varios,
12/02/2026,Varios,BAC2,B550  B552  B554,8:25,8:28,Varios,
12/02/2026,Reunión por  Teams con Sheila  para empezar zona 1,BAC2,B110,8:28,8:51,Reunión por  Teams con Sheila  para empezar zona 1  preparación de la excel  así como ir cargando los distintos bloques e  indicando sistema  linea etc.,
12/02/2026,Cumplimentación de datos de Zona 1 de acuerdo a la conversación de tarea anterior con Sheila,BAC2,B110  B130  B141  B151,8:51,15:00,Cumplimentación de datos de Zona 1 de acuerdo a la conversación de tarea anterior con Sheila,
12/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
12/02/2026,Cumplimentación de datos de Zona 1 de acuerdo a la conversación de tarea anterior con Sheila,BAC2,B110  B130  B141  B151,15:30,16:01,Cumplimentación de datos de Zona 1 de acuerdo a la conversación de tarea anterior con Sheila ZC1,
13/02/2026,AOYV,DES,GENERAL,6:54,7:03,AOYV,
13/02/2026,Resolución problemas en excel,PROG,B151,7:03,7:27,Resolución de problemas en excel,
13/02/2026,Zona constructiva 1 B151,BAC2,B151,7:27,8:25,Zona constructiva 1 B151,
13/02/2026,Conversación por Teams con Sheila ZC1 en cámara máquinas,BAC2,B151,8:25,8:32,Conversación por Teams con Sheila ZC1 en cámara máquinas,
13/02/2026,Zona constructiva 1 B151,BAC2,B151,8:32,9:59,Zona constructiva 1 B151,
13/02/2026,Varios excel,PROG,B141  B151,9:59,10:46,Varios en excel,
2/13/2026,Zona constructiva 1 B141 B151,BAC2,B141  B151,10:46,11:30,Zona constructiva 1 B141 B151,
2/13/2026,Zona constructiva 1 B140,BAC2,B141  B151,11:30,11:36,Zona constructiva 1 B140,
2/13/2026,Varios excel,PROG,GENERAL,11:36,11:55,Varias macros excel,
2/13/2026,Reunión por Teams con Sheila,BAC2,B141  B151,11:55,12:03,Llamada para aclaración de los conductos marcados en amarillo en la hoja excel de revisión correspondiente a ZC1,
2/13/2026,Varios excel,PROG,GENERAL,12:03,12:08,Varios excel macros,
2/13/2026,Conversación Teams con Sheila  de acuerdo a comentarios en excel ZC1,PROG,B141  B151,12:08,12:15,Conversación Teams con Sheila  de acuerdo a comentarios en excel ZC1,
2/13/2026,Corrección de los puntos comentados con Sheila en la conversación anterior,BAC2,B141  B151,12:15,12:50,Conducto 4002 en B141. Conductos 2002  2004 en B151,
13/02/2026,Correción macro InsertarFechaEnCelda,PROG,GENERAL,12:50,12:58,Correción macro InsertarFechaEnCelda,
13/02/2026,Corrección de menú personalizado Ghenova MPJ en excel,PROG,GENERAL,12:58,13:30,Corrección de menú personalizado Ghenova MPJ en excel,
16/02/2026,Zona constructiva 1 B110 4701,BAC2,B110,6:54,07:33,Zona constructiva 1 B110 4701,
16/02/2026,Zona constructiva 1 B151 3044,BAC2,B151,7:33,07:59,Zona constructiva 1 B151 3044,
16/02/2026,Zona constructiva 3  B310 (no hay conductos),BAC2,B310,7:59,08:12,Zona constructiva 3  B310 (no hay conductos),
16/02/2026,Zona constructiva 3  B320,BAC2,B320,8:12,08:24,Zona constructiva 3  B320,
16/02/2026,Zona constructiva 3  B312 1002,BAC2,B312,8:24,09:00,Zona constructiva 3  B312 1002,
16/02/2026,Zona constructiva 3  B312 1003,BAC2,B312,9:00,09:02,Zona constructiva 3  B312 1003,
16/02/2026,Zona constructiva 3  B312 1004  1006  1007  1008  1009,BAC2,B312,9:02,09:14,Zona constructiva 3  B312 1004  1006  1007  1008  1009,
16/02/2026,Zona constructiva 3  B312 1010  1011  1012,BAC2,B312,9:14,09:17,Zona constructiva 3  B312 1010  1011  1012,
16/02/2026,Zona constructiva 3  B312 1013,BAC2,B312,9:17,09:19,Zona constructiva 3  B312 1013,
16/02/2026,Zona constructiva 3  B312 1015,BAC2,B312,9:19,09:35,Zona constructiva 3  B312 1015,
16/02/2026,Zona constructiva 1 revision comentarios Sheila,BAC2,B130,9:35,10:42,Zona constructiva 1 revisión comentarios Sheila,
16/02/2026,Zona constructiva 3  B312 1019  1020,BAC2,B312,10:42,11:00,Zona constructiva 3  B312 1019  1020,
16/02/2026,Reunión integración modelo 3D  varias disciplinas,BAC2,GENERAL,11:00,11:16,"- Cambios en estructura en zona 2(no afecta a HVAC).
- Zona 1  locales afectados. 5-68-0-V comprobación de existencia de registro en espacio vacio.",
16/02/2026,Zona constructiva 3  B312 1022,BAC2,B312,11:16,11:33,Zona constructiva 3  B312 1022,
16/02/2026,Zona constructiva 3  B312 1022,BAC2,B312,11:33,11:38,Zona constructiva 3  B312 1022,
16/02/2026,Zona constructiva 3  B312,BAC2,B312,11:38,12:56,Zona constructiva 3  B312,
16/02/2026,Zona constructiva 3  B311,BAC2,B311,12:56,13:50,Zona constructiva 3  B311,
16/02/2026,Varios excel,PROG,GENERAL,13:50,14:14,Varios excel,
16/02/2026,Zona constructiva 3,BAC2,B311  B312  B321,14:14,15:08,Zona constructiva 3,
16/02/2026,COMIDA,COM,GENERAL,15:08,15:38,COMIDA,
16/02/2026,Zona constructiva 3,BAC2,B321,15:38,16:01,Zona constructiva 3,
17/02/2026,AOYV,DES,GENERAL,6:52,07:00,AOYV,
17/02/2026,OCR a plano de disposición general,BAC2,GENERAL,7:00,07:16,OCR a plano de disposición general,
17/02/2026,Zona constructiva 3,BAC2,B320,7:16,07:30,Zona constructiva 3,
17/02/2026,Zona constructiva 3,BAC2,B311,7:30,08:11,Zona constructiva 3,
17/02/2026,CAB,DES,GENERAL,8:11,08:17,CAB,
17/02/2026,Comprobación de locales ZC3,BAC2,B311  B312  B320  B321,8:17,08:39,Comprobación de locales en ZC3,
17/02/2026,Varios excel,PROG,GENERAL,8:39,08:44,Varios Excel,
17/02/2026,CAB,DES,GENERAL,8:44,08:46,CAB,
17/02/2026,Varios excel,PROG,GENERAL,8:46,09:19,Varios Excel,
17/02/2026,Vistazo a la lista de locales  y comprobación de comentarios en ZC3,BAC2,B311  B312  B320  B321,9:19,09:44,Vistazo a la lista de locales  y comprobación de comentarios en ZC3,
17/02/2026,Reunión por Teams con Sheila,BAC2,GENERAL,9:44,09:50,"- Revisará ZC3.
- Reviso ZC5  los bloques B520  B521  B531",
17/02/2026,CAB,DES,GENERAL,9:50,09:54,CAB,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,9:54,10:32,Zona constructiva ZC5 B520,
17/02/2026,Comprobación de locales ZC3,BAC2,B311,10:32,11:01,Comprobación de locales ZC3,
17/02/2026,CAB,DES,GENERAL,11:01,11:03,CAB,
17/02/2026,CAB,DES,GENERAL,11:03,11:06,CAB,
17/02/2026,Comprobación de locales ZC3,BAC2,B321,11:06,12:21,Comprobación de locales ZC3,
17/02/2026,CAB,DES,GENERAL,12:21,12:28,CAB,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,12:28,12:35,Zona constructiva ZC5 B520,
17/02/2026,Ciberseguridad píldora #2,INT,GENERAL,12:35,12:40,Ciberseguridad píldora #2,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,12:40,13:28,Zona constructiva ZC5 B520,
17/02/2026,CAB,DES,GENERAL,13:28,13:30,CAB,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,13:30,14:18,Zona constructiva ZC5 B520,
17/02/2026,CAB,DES,GENERAL,14:18,14:29,CAB,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,14:29,14:51,Zona constructiva ZC5 B520,
17/02/2026,CAB,DES,GENERAL,14:51,14:52,CAB,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,14:52,15:00,Zona constructiva ZC5 B520,
17/02/2026,COMIDA,COM,GENERAL,15:00,15:31,COMIDA,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,15:31,15:39,Zona constructiva ZC5 B520,
17/02/2026,CAB,DES,GENERAL,15:39,15:40,CAB,
17/02/2026,Zona constructiva ZC5 B520,BAC2,B520,15:40,15:48,Zona constructiva ZC5 B520,
17/02/2026,Varios excel,PROG,GENERAL,15:48,16:01,Varios excel,
18/02/2026,AOYV,DES,GENERAL,6:55,07:08,AOYV,
18/02/2026,Zona constructiva ZC5 B520,BAC2,B520,7:08,07:12,Zona constructiva ZC5 B520,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:12,07:15,Zona constructiva ZC5 B521,
18/02/2026,CAB,DES,GENERAL,7:15,07:17,CAB,
18/02/2026,Zona constructiva ZC5 B521 carga del bloque,BAC2,B521,7:17,07:42,Zona constructiva ZC5 B521 carga del bloque,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:42,08:23,Zona constructiva ZC5 B521,
18/02/2026,CAB,DES,GENERAL,8:23,08:28,CAB,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,8:28,10:05,Zona constructiva ZC5 B521,
18/02/2026,CAB,DES,GENERAL,10:05,10:09,CAB,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,10:09,10:56,Zona constructiva ZC5 B521,
18/02/2026,Reunión Teams con Sheila,BAC2,B521,10:56,11:02,Comentarios acerca de conducto VEN4211 porque donde acaba  empata en un plenum estructural,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,11:02,11:03,Zona constructiva ZC5 B521,
18/02/2026,CAB,DES,GENERAL,11:03,11:10,CAB,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,11:10,12:29,Zona constructiva ZC5 B521,
18/02/2026,CAB,DES,GENERAL,12:29,12:31,CAB,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,12:31,12:59,Zona constructiva ZC5 B521,
18/02/2026,Se bloqueó la sesión de Omnissa en Navantia,BAC2,GENERAL,12:59,14:15,"Se bloqueó la sesión de Omnissa en Navantia.
- Se prueba a entrar desde navegador web (no funciona)",
18/02/2026,Macros de excel mientras no solucionen problemas de acceso a Omnissa,PROG,GENERAL,14:15,14:54,Macros de excel mientras no solucionen problemas de acceso a Omnissa,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,14:54,15:00,Zona constructiva ZC5 B521,
18/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
18/02/2026,Zona constructiva ZC5 B521,BAC2,B521,15:30,16:02,Zona constructiva ZC5 B521,
19/02/2026,AOYV,DES,GENERAL,6:52,6:56,AOYV,
19/02/2026,CAB,DES,GENERAL,6:56,07:07,CAB,
19/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:07,07:17,Zona constructiva ZC5 B521,
19/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:17,7:45,Zona constructiva ZC5 B521,
19/02/2026,CAB,DES,GENERAL,7:45,07:50,CAB,
19/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:50,08:55,Zona constructiva ZC5 B521,
19/02/2026,CAB,DES,GENERAL,8:55,08:57,CAB,
19/02/2026,Zona constructiva ZC5 B521,BAC2,B521,8:57,09:27,Zona constructiva ZC5 B521,
19/02/2026,Zona constructiva ZC5 B531 copia de líneas a excel,PROG,B531,9:27,10:07,Zona constructiva ZC5 B531 copia de líneas a excel,
19/02/2026,Zona constructiva ZC5 B531,BAC2,B531,10:07,12:18,Zona constructiva ZC5 B531,
19/02/2026,Reunión Teams con Sheila,BAC2,B531,12:18,12:22,Consulta acerca de por donde pasa el conducto ACO4113  en el modelo 3D está completamente en el B531  mientras en el plano de disposición general hace indicación a B520 y B531. El correcto es el modelo 3D,
19/02/2026,Zona constructiva ZC5 B531,BAC2,B531,12:22,12:30,Zona constructiva ZC5 B531,
19/02/2026,Macro para abrir excel Comparativa esquemas BAC-AAOR y modelo_2026-02-10,PROG,B531,12:30,12:34,Macro para abrir excel Comparativa esquemas BAC-AAOR y modelo_2026-02-10,
19/02/2026,Zona constructiva ZC5 B531,BAC2,B531,12:34,13:53,Zona constructiva ZC5 B531,
19/02/2026,CAB,DES,GENERAL,13:53,14:04,CAB,
19/02/2026,Zona constructiva ZC5 B531,BAC2,B531,14:04,15:00,Zona constructiva ZC5 B531,
2/19/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
19/02/2026,Zona constructiva ZC5 B531,BAC2,B531,15:30,16:02,Zona constructiva ZC5 B531,
20/02/2026,AOYV,DES,GENERAL,6:48,06:56,AOYV,
20/02/2026,Zona constructiva ZC5 B531,BAC2,B531,6:56,7:38,Zona constructiva ZC5 B531,
20/02/2026,CAB,DES,GENERAL,7:38,07:43,CAB,
20/02/2026,Zona constructiva ZC5 B531,BAC2,B531,7:43,8:18,Zona constructiva ZC5 B531,
20/02/2026,CAB,DES,GENERAL,8:18,08:25,CAB,
20/02/2026,Zona constructiva ZC5 B531,BAC2,B531,8:25,10:27,Zona constructiva ZC5 B531,
20/02/2026,Zona constructiva ZC5 B531,BAC2,B531,10:27,10:38,Zona constructiva ZC5 B531,
20/02/2026,CAB,DES,GENERAL,10:38,10:40,CAB,
20/02/2026,Zona constructiva ZC5 B531,BAC2,B531,10:40,13:18,Zona constructiva ZC5 B531,
23/02/2026,AOYV,DES,GENERAL,6:55,07:20,AOYV,
23/02/2026,Zona constructiva ZC5 B531,BAC2,B531,7:20,7:26,Zona constructiva ZC5 B531,
23/02/2026,CAB,DES,GENERAL,7:26,07:32,CAB,
23/02/2026,Zona constructiva ZC5 B531,BAC2,B531,7:32,8:38,Zona constructiva ZC5 B531,
23/02/2026,CAB,DES,GENERAL,8:38,8:42,CAB,
23/02/2026,Zona constructiva ZC5 B531,BAC2,B531,8:42,10:27,Zona constructiva ZC5 B531,
23/02/2026,CAB,DES,GENERAL,10:27,10:30,CAB,
23/02/2026,Zona constructiva ZC5 B531,BAC2,B531,10:30,11:00,Zona constructiva ZC5 B531,
23/02/2026,Reunión del modelo 3D BAC,BAC2,GENERAL,11:00,11:17,"Reunión del modelo 3D BAC
- 4-68-0-E ver si lleva HVAC (en la popa de cra maquinas)
- Viernes 27/02/26 puerta calidad zona 2.",
23/02/2026,Zona constructiva ZC5 B531,BAC2,B531,11:17,13:29,Zona constructiva ZC5 B531,
23/02/2026,Zona constructiva ZC5 B520,BAC2,B520,13:29,14:31,Zona constructiva ZC5 B520,
23/02/2026,CAB,DES,GENERAL,14:31,14:35,CAB,
23/02/2026,Zona constructiva ZC5 B520,BAC2,B520,14:35,15:01,Zona constructiva ZC5 B520,
23/02/2026,COMIDA,COM,GENERAL,15:01,15:31,COMIDA,
23/02/2026,Zona constructiva ZC5 B521,BAC2,B521,15:31,16:01,Zona constructiva ZC5 B521,
24/02/2026,AOYV,DES,GENERAL,6:55,07:12,AOYV,
24/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:12,7:45,Zona constructiva ZC5 B521,
24/02/2026,CAB,DES,GENERAL,7:45,07:50,CAB,
24/02/2026,Zona constructiva ZC5 B521,BAC2,B521,7:50,9:11,Zona constructiva ZC5 B521,
24/02/2026,CAB,DES,GENERAL,9:11,09:14,CAB,
24/02/2026,Zona constructiva ZC5 B521,BAC2,B521,9:14,09:55,Zona constructiva ZC5 B521,
24/02/2026,Zona constructiva ZC5 B531,BAC2,B531,9:55,10:30,Zona constructiva ZC5 B531,
24/02/2026,CAB,DES,GENERAL,10:30,10:32,CAB,
24/02/2026,Zona constructiva ZC5 B531,BAC2,B531,10:32,11:29,Zona constructiva ZC5 B531,
24/02/2026,CAB,DES,GENERAL,11:29,11:32,CAB,
24/02/2026,Zona constructiva ZC5 B531,BAC2,B531,11:32,12:05,Zona constructiva ZC5 B531,
24/02/2026,Ciberseguridad píldora #3,INT,GENERAL,12:05,12:11,Ciberseguridad píldora #3,
24/02/2026,Zona constructiva ZC5 B531,BAC2,B531,12:11,13:40,Zona constructiva ZC5 B531,
24/02/2026,Zona constructiva ZC5 revisión general,BAC2,B520  B521  B531,13:40,13:45,Zona constructiva ZC5,
24/02/2026,CAB,DES,GENERAL,13:45,13:53,CAB,
24/02/2026,Zona constructiva ZC5 revisión general,BAC2,B520  B521  B531,13:53,14:01,Zona constructiva ZC5,
24/02/2026,Manual Foran,MAN,GENERAL,14:01,15:00,Manual Foran,
24/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
24/02/2026,Manual Foran,MAN,GENERAL,15:30,16:00,Manual Foran,
2/25/2026,AOYV,DES,GENERAL,6:51,06:59,AOYV,
2/25/2026,Zona constructiva ZC5 revisión general,BAC2,B520  B521  B531,6:59,7:12,Zona constructiva ZC5,
25/02/2026,CAB,DES,GENERAL,7:12,7:19,CAB,
25/02/2026,Zona constructiva ZC6 revisión general,BAC2,B610  B620  B621  B623,7:19,8:30,Zona constructiva ZC6,
25/02/2026,Preparación ZC5 para revisión con Sheila,BAC2,B520,8:30,08:42,Preparación ZC5 para revisión con Sheila,
25/02/2026,Reunión por Teams con Sheila,BAC2,B520  B521  B531,8:42,8:52,Revisión de conductos marcados en amarillo en ZC5  comparándolos con los del AAOR y modelo 3d para ver si están igual,
25/02/2026,Revisión de conductos marcados en amarillo en ZC5,BAC2,B520,8:52,08:55,Revisión de conductos marcados en amarillo en ZC5  comparar con AAOR y dejar reflejado en excel,
25/02/2026,CAB,DES,GENERAL,8:55,09:01,CAB,
25/02/2026,Revisión de conductos marcados en amarillo en ZC5,BAC2,B520,9:01,09:34,Revisión de conductos marcados en amarillo en ZC5  comparar con AAOR y dejar reflejado en excel. B520,
25/02/2026,Revisión de conductos marcados en amarillo en ZC5,BAC2,B521,9:34,9:39,Revisión de conductos marcados en amarillo en ZC5  comparar con AAOR y dejar reflejado en excel. B521,
25/02/2026,CAB,DES,GENERAL,9:39,09:47,CAB,
25/02/2026,Revisión de conductos marcados en amarillo en ZC5,BAC2,B521,9:47,09:58,Revisión de conductos marcados en amarillo en ZC5  comparar con AAOR y dejar reflejado en excel. B521,
25/02/2026,Revisión de conductos marcados en amarillo en ZC5,BAC2,B531,9:58,10:48,Revisión de conductos marcados en amarillo en ZC5  comparar con AAOR y dejar reflejado en excel. B531,
25/02/2026,Zona constructiva ZC6 revisión general,BAC2,B610  B620  B621  B623,10:48,10:58,Zona constructiva ZC6,
25/02/2026,CAB,DES,GENERAL,10:58,11:10,CAB,
25/02/2026,Zona constructiva ZC6 revisión general,BAC2,B610  B620  B621  B623,11:10,11:27,Zona constructiva ZC6,
25/02/2026,Fallo sesión Omnissa Navantia,BAC2,GENERAL,11:27,11:39,Fallo sesión Omnissa Navantia,
25/02/2026,Reunión con Sheila por Teams,BAC2,B520,11:39,11:48,Se ve con Sheila  el comentario de linea nueva para conducto NBQ3948  que aparece en el modelo 3D  pero no aparece en el diagrama BAC. Finalmente se deja como está,
25/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,11:48,13:13,Revision modelo funcional ZC6 ZF1,
25/02/2026,CAB,DES,GENERAL,13:13,13:17,CAB,
25/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,13:17,13:39,Revision modelo funcional ZC6 ZF1,
25/02/2026,CAB,DES,GENERAL,13:39,13:51,CAB,
25/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,13:51,15:00,Revision modelo funcional ZC6 ZF1,
25/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
25/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,15:30,16:00,Revision modelo funcional ZC6 ZF1,
26/02/2026,AOYV,DES,GENERAL,6:52,07:18,AOYV,
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,7:18,7:39,Revision modelo funcional ZC6 ZF1,
26/02/2026,CAB,DES,GENERAL,7:39,7:41,CAB,
26/02/2026,Varios excel,PROG,GENERAL,7:41,08:24,Varios excel,
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,8:24,9:48,Revision modelo funcional ZC6 ZF1,
26/02/2026,CAB,DES,GENERAL,9:48,9:52,CAB,
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,9:52,10:17,Revision modelo funcional ZC6 ZF1,
26/02/2026,OCR a pdf de la zona de fuego 1 del BAC (por la ZC6),INT,GENERAL,10:17,10:29,OCR a pdf de la zona de fuego 1 del BAC (por la ZC6),
26/02/2026,OCR a pdf de la zona de fuego 1 del AAOR (por la ZC6),INT,GENERAL,10:29,10:37,OCR a pdf de la zona de fuego 1 del AAOR (por la ZC6),
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,10:37,11:13,Revision modelo funcional ZC6 ZF1,
26/02/2026,Comprobaciones iniciales en sesión Navantia para nuevo proyecto,BLOR,GENERAL,11:13,11:21,"Comprobaciones iniciales en sesión Navantia para nuevo proyecto:
- Funcionamiento de windchill para BLOR.
- Funcionamiento de FDESIGN para HVAC.",
26/02/2026,CAB,DES,GENERAL,11:21,11:28,CAB,
26/02/2026,Vistazo inicial a FDESIGN,BLOR,GENERAL,11:28,11:40,Vistazo inicial a FDESIGN,
26/02/2026,Manual FDesign HVAC,MAN,GENERAL,11:40,12:56,Manual FDesign HVAC,
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,12:56,14:40,Revision modelo funcional ZC6 ZF1,
26/02/2026,CAB,DES,GENERAL,14:40,14:50,CAB,
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,14:50,15:00,Revision modelo funcional ZC6 ZF1,
26/02/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
26/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,15:30,16:00,Revision modelo funcional ZC6 ZF1,
27/02/2026,AOYV,DES,GENERAL,6:31,06:52,AOYV,
27/02/2026,Creación macro HSV,PROG,GENERAL,6:52,07:57,Creación macro HSV,
27/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,7:57,8:58,Revision modelo funcional ZC6 ZF1,
27/02/2026,CAB,DES,GENERAL,8:58,09:01,CAB,
27/02/2026,Revision modelo funcional ZC6 ZF1,BAC2,B610  B620  B621  B623,9:01,09:50,Revision modelo funcional ZC6 ZF1,
27/02/2026,Revision modelo funcional ZC6 ZF1 Nivel 04,BAC2,B610  B620  B621  B623,9:50,10:13,Revision modelo funcional ZC6 ZF1 Nivel 04,
27/02/2026,CAB,DES,GENERAL,10:13,10:22,CAB,
27/02/2026,Revision modelo funcional ZC6 ZF1 Nivel 04,BAC2,B610  B620  B621  B623,10:22,10:59,Revision modelo funcional ZC6 ZF1 Nivel 04,
27/02/2026,CAB,DES,GENERAL,10:59,11:03,CAB,
27/02/2026,Revision modelo funcional ZC6 ZF1 Nivel 04,BAC2,B610  B620  B621  B623,11:03,11:19,Revision modelo funcional ZC6 ZF1 Nivel 04,
27/02/2026,Varios excel,PROG,GENERAL,11:19,12:15,Varios excel,
27/02/2026,CAB,DES,GENERAL,12:15,12:35,CAB,
27/02/2026,Varios excel,PROG,GENERAL,12:35,13:06,Varios excel,
02/03/2026,AOYV,DES,GENERAL,6:54,07:11,AOYV,
02/03/2026,Revision modelo funcional ZC6 ZF1 cumplimentación excel,PROG,B610  B620  B621  B623,7:11,07:56,Revision modelo funcional ZC6 ZF1 cumplimentación excel,
02/03/2026,CAB,DES,GENERAL,7:56,08:04,CAB,
02/03/2026,Revision modelo funcional ZC6 ZF1 cumplimentación excel,PROG,B610  B620  B621  B623,8:04,9:23,Revision modelo funcional ZC6 ZF1 cumplimentación excel,
02/03/2026,CAB,DES,GENERAL,9:23,9:29,CAB,
02/03/2026,Revision modelo funcional ZC6 ZF1 cumplimentación excel,PROG,B610  B620  B621  B623,9:29,09:52,Revision modelo funcional ZC6 ZF1 cumplimentación excel,
02/03/2026,Reinicio ordenador para permisos nuevo proyecto,BLOR,GENERAL,9:52,09:58,Reinicio ordenador para permisos nuevo proyecto,
02/03/2026,Varios proyecto,BLOR,GENERAL,9:58,11:00,"Varios  indexación de carpeta de proyecto
-Indexación de carpeta de proyecto.
-Revisión de estandar de HVAC.",
02/03/2026,Reunión del modelo 3D BAC,BAC2,GENERAL,11:00,11:31,"Hoy puerta calidad zona 2.
Lote 1 CT  Lote 2  pendiente de adjudicación.
Próxima zona para puerta de calidad  zona 5.
Zona 1: Amarillo suave Espacio vacío N6  va a ser inaccesible.
En amarillo  Local de cuadros principal N2  dar posición de alimentación de cables.
Cámara de máquinas principal  situación bomba de refrigeración de agua salada (no HVAC)  intercambiadores de calor más grandes, enfriador de aceite no vale  cambian las conexiones, nueva disposición de varios cuadros  incluso todos en uno, par de equipos actualizándose. Conexiones admisiones de los motores cambian.
Faltan 21 equipos de HVAC  que todavía no se saben donde van.",
02/03/2026,Varios proyecto,BLOR,GENERAL,11:31,12:31,"Varios  indexación de carpeta de proyecto
-Revisión de estandar de HVAC.",
02/03/2026,Macro para abrir los estándares de HVAC en BLOR,PROG,GENERAL,12:31,12:36,Macro para abrir los estándares de HVAC en BLOR,
02/03/2026,Revision modelo funcional ZC6 ZF1 cumplimentación excel,PROG,B610  B620  B621  B623,12:36,13:33,Revision modelo funcional ZC6 ZF1 cumplimentación excel,
02/03/2026,Cambio de contraseña y reinicio de todos los sistemas,INT,GENERAL,13:33,13:53,Cambio de contraseña y reinicio de todos los sistemas,
02/03/2026,Acceso al nuevo escritorio de Navantia UK  con Windows App,INT,GENERAL,13:53,15:00,Acceso al nuevo escritorio de Navantia UK  con Windows App,
02/03/2026,COMIDA,COM,GENERAL,15:00,15:30,COMIDA,
02/03/2026,Vistazo nuevo escritorio de Navantia UK  a través de Windows app,INT,GENERAL,15:30,16:01,Vistazo nuevo escritorio de Navantia UK  a través de Windows app,
03/03/2026,AOYV,DES,GENERAL,6:51,07:05,AOYV y sesión en Navantia UK en Windows App,
03/03/2026,Varios,DES,GENERAL,7:05,07:34,Varios,
03/03/2026,OCR a estándares HVAC del BLOR,BLOR,GENERAL,7:34,08:14,OCR a estándares HVAC del BLOR,
03/03/2026,"Revisión de documentación:
-Disposición general.",BLOR,GENERAL,8:14,08:47,"Revisión de documentación:
-Disposición general.",
03/03/2026,"Revisión de documentación:
-Estándares de HVAC",BLOR,GENERAL,8:47,9:16,"Revisión de documentación:
-Estándares de HVAC",
03/03/2026,Reunión por Teams con Ángel Figueroa (RT proyecto),BLOR,GENERAL,9:16,9:27,"Presentación de Ángel Figueroa.
-Trabajo en el proyecto BLOR.
-Ver estándares de HVAC hasta nueva orden.
-Coordinación con Miguel.
-Roles en el proyecto.
-Vistazo a la carpeta AFP_BLOR",
03/03/2026,"Revisión de documentación:
-Estándares de HVAC",BLOR,GENERAL,9:27,10:59,Revisión de estándares de HVAC,
3/3/2026,Reunión Teams Ángel  Miguel y yo,BLOR,GENERAL,10:59,11:29,"-OTs para HVAC. Subió  Miguel una excel con ello.
-Modelo 3D. Ver tareas necesarias con Miguel.
-PDR a final de mes (puerta de calidad).
-Definición de rejillas.
-Nombramiento de líneas.
-Reunión de Ángel con Miguel  para entregar estándar el viernes.
-Quitar la hoja de los pasantes al fuego.
-No hay definidas cubiertas al fuego.
-VER LO QUE ES BRAZOLA.
-La parte que del estándar no se va a usar, no se incluye.
-Salidas de ventilación(todas) tienen rejillas orientables  son rejillas cooler serie 100.
-AOBD-102-E.
-TDS. Technical data sheet?
-Revisar nosotros el balance eléctrico.
-Instrumentación-->Sensores de temperatura. El resto los pone el cliente.
-Cruzar listados de equipos con Miguel.
-Miguel hará la TDS.",
03/03/2026,CAB,DES,GENERAL,11:29,11:42,CAB,
03/03/2026,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,BLOR,GENERAL,11:42,11:55,Continuación con la lectura de especificación 589B-0514200001Z_Accesorios  conductos y soportación de HVAC,
